Nom,adresse,Code postal,Ville,Téléphone,Email,Site web,Texte complémentaire Codelico,Liste de catégories,Type,Pays,urlImg
Mission locale et relais emploi de schiltigheim,1 rue paul verlaine,67300,Schiltigheim,03 88 83 88 20,Contact@mlre-schiltigheim.fr,Http://www.mlre-schiltigheim.fr,,"Insertion, accompagnement social, mission locale",Groupe gouvernemental,Fr,
Mission locale intercommunale d'alsace du nord,1 marché aux poissons,67500,Haguenau,03 88 067 067,Contact@mlalsacenord.fr,Http://www.mlalsacenord.f,,"Insertion, accompagnement social, mission locale",Groupe gouvernemental,Fr,
Mouvement du nid,6 rue d'ingwiller,67000,Strasbourg,03 88 32 77 67,Alsace-67@mouvementdunid.org,Http://www.mouvementdunid.org/_delegation-du-bas-rhin,"Rencontre, écoute, accueil, accompagnement des personnes prostituées (hommes et femmes) vers la réinsertion. - écoute des clients. - un atelier de redynamisation ""passerelles"" pour le retour à 'emploi et la formation des personnes prostituées ou ayant connu la prostitution. - protection des personnes victimes de trafic d'êtres humains ou de violences (éloignement, hébergement) en partenariat avec le réseau national ""acsé"" (accueil sécurisant). - coopération transfrontalière régulière avec le service pink de l'association diakonie à kehl. - aide aux démarches juridiques. - documentation sur la question de la prostitution. - actions d'information et de formation, de sensibilisation et de prévention. - publications : revue trimestrielle, 2 bd, enquête sur les clients de la prostitution, expositions. - association agréée pour la proposition et l'accompagnement de parcours de sortie dans le cadre de la commission départementale de lutte contre la prostitution et la traite des êtres humains. exclusivement les personnes prostituées (hommes et femmes, transexuels, transgenres...), les clients et toute personne en lien avec le monde de la prostitution. lundi mardi jeudi et vendredi 9h-13 h, lundi et jeudi 15h-18h, mardi et vendredi 14h-18h. les mercredis sur rdv",Lieu d'accueil et d'orientation,Association,Fr,
Mouvement du nid,Idem,67000,Strasbourg,,,,"- rencontre, écoute, accueil, accompagnement des personnes prostituées (hommes et femmes) vers la réinsertion. - écoute des clients. - un atelier de redynamisation ""passerelles"" pour le retour à 'emploi et la formation des personnes prostituées ou ayant connu la prostitution. - protection des personnes victimes de trafic d'êtres humains ou de violences (éloignement, hébergement) en partenariat avec le réseau national ""acsé"" (accueil sécurisant). - coopération transfrontalière régulière avec le service pink de l'association diakonie à kehl. - aide aux démarches juridiques. - documentation sur la question de la prostitution. - actions d'information et de formation, de sensibilisation et de prévention. - publications : revue trimestrielle, 2 bd, enquête sur les clients de la prostitution, expositions. - association agréée pour la proposition et l'accompagnement de parcours de sortie dans le cadre de la commission départementale de lutte contre la prostitution et la traite des êtres humains animées par le préfet (cf. loi du 13 avril 2016). exclusivement les personnes prostituées (hommes et femmes, transexuels, transgenres...), les clients et toute personne en lien avec le monde de la prostitution. lundi mardi jeudi et vendredi 9h-13 h, lundi et jeudi 15h-18h, mardi et vendredi 14h-18h. les mercredis sur rdv, mais possibilité aussi de rdv tout au long de la semaine","Insertion, accompagnement social, accompagnement social",Association,Fr,
Mouvement français pour le planning familial centre de planification de bischheim,6 rue du cygne,67800,Bischheim,03 88 33 09 15,Mfpf67@wanadoo.fr,Http://bas-rhin.planning-familial.org,"Consultations de planning familial. renseignement tout public. accueil et permanence téléphonique : lundi de 17h à 19h, mercredi de 14h à 19h et le vendredi de 14h à 16h. permanence téléphonique du lundi au samedi de 9h à 12h les mardi, mercredi et vendredi de 16h30 à 19h30 au planning de strasbourg au 03 88 32 28 28",Accueil et service médicalisés/ planning familial,Association,Fr,
Mutualité française alsace,8 rue de londres,67000,Strasbourg,03 88 15 44 88,Csd.st@mf-alsace.com,Http://www.mf-alsace.com,"La mfa propose au sein de son espace de santé mutualiste différents services qui sont accessibles en un seul et même lieu : - centre de soins dentaires et d’orthopédie dento-faciale, - centre de correction auditive, - consultations de médecine générale avec et sans rdv. les services sont proposés sur la base du tarif opposable de la sécurité sociale. il n’y a donc pas de dépassements d’honoraires autres que ceux justifiée par une nature spécifiques du soin. dans la plupart des cas, le tiers-payant peut être pratiqué avec la mutuelle. tout public. lundi à vendredi 7h15 - 19h15. samedi 7h30 - 12h30","Santé, accueil et service médicalisés, soins dentaires",Association,Fr,
Mutualité française alsace espace de santé mutualiste,8 rue de londres,67000,Strasbourg,03 88 15 44 88,Csd.st@mf-alsace.com,Http://www.mf-alsace.com,"Différents services accessibles en un seul et même lieu : - centre de soins dentaires et d’orthopédie dento-faciale - centre de correction auditive - consultations de médecine générale avec et sans rdv. services proposés sur la base du tarif opposable de la sécurité sociale. pas de dépassements d’honoraires autres que ceux justifiés par une nature spécifiques du soin. dans la plupart des cas, le tiers-payant peut être pratiqué avec la mutuelle. tout public. lundi à vendredi 7h15 - 19h15. samedi 7h30 - 12h30.","Santé, accueil et service médicalisés, bilan de santé",Association,Fr,
Mutualité française alsace espace de santé mutualiste,Idem,67000,Strasbourg,,,,"Les opticiens mutualistes. service d'optique à domicile, en institution ou à l'hôpital. déplacement sur 30 km autour de strasbourg, pour permettre aux plus fragiles d'accéder à des lunettes, sans coût de déplacement. une opticienne diplômée, est à l'écoute pour toute question liée à ce service. contact : mme tifaine weisseldinger, opticienne diplômée 03 88 73 32 32 du lundi au vendredi de 10h à 19h. optiqueadomicile@mf-alsace.com","Santé, accueil et service médicalisés, optique",Association,Fr,
Mutualité sociale agricole d'alsace - action sociale,10 rue sainte marguerit,67000,Strasbourg,03 88 81 75 75,Actionsociale@alsace.msa.fr,Http://www.msa-alsace.fr,Instruction des dossiers rsa. concerne plus particulièrement les personnes du milieu agricole. accueil du lundi au vendredi de 8h30 à 12h00 et de 13h30 à 17h0. (non actualisé),"Insertion, accompagnement social, accompagnement social",Association,Fr,
Médecins du monde,24 rue du maréchal foch,67000,Strasbourg,03 88 14 01 00,Alsace@medecinsdumonde.net,Http://www.medecinsdumonde.org,"Maraudes nocturnes tout au long de l’année (mercredi soir de juin à octobre ; mercredi et samedi soir d'octobre à mai, à bord d’un véhicule aménagé avec une équipe composée d’un médecin ou infirmier(e) ainsi que de 2 accueillants et chauffeur : orientations médicales et sociales, accompagnement vers les structures hébergement, écoute, distribution de matériel de protection et actions de prévention (duvets/couvertures, préservatifs, kits injection...) en partenariat avec l’équipe de rue de la ville de strasbourg, les associations assurant des maraudes nocturnes et la veille sociale 115. - sorties médicales en journée auprès des personnes en situations de précarité, avec un véhicule équipé. equipe composée d’un médecin, infirmier(e)s, accueillant et chauffeur. consultations médicales et vaccinations, accompagnements médico-sociaux, actions de prévention et promotion de la santé, orientations en partenariat avec la pmi, la pass de l’hôpital et le service santé de la ville de strasbourg. personne en situation de précarité et d'exclusion. horaires et dates variables.","Santé, accueil et service médicalisés, unité mobile de soins et de prévention",Association,Fr,
Médecins du monde,24 rue du maréchal foch,67000,Strasbourg,03 88 14 01 00,Alsace@medecinsdumonde.net,Http://www.medecinsdumonde.org,Centre d'accueil de soins et d'orientation. suivi médical. uniquement pour les personnes suivies médicalement par la structure. personnes en situation de précarité et d'exclusion. lundi à vendredi 9h-11h30,"Santé, accueil et service médicalisés, accueil médicalisé - soins infirmiers",Association,Fr,
Médecins du monde,24 rue du maréchal foch,67000,Strasbourg,03 88 14 01 00,Alsace@medecinsdumonde.net,Http://www.medecinsdumonde.org,Consultation médicale généraliste ou spécialisée - soins infirmiers. consultation dentaire : le matin sur rendez-vous. toute personne ne bénéficiant pas d'une couverture maladie. personnes en situation de précarité et d'exclusion. du lundi au vendredi de 9h à 11h30.,"Santé, accueil et service médicalisés, soins dentaires",Association,Fr,
Médecins du monde,Idem (foch),67000,Strasbourg,,,,"Consultation médicale généraliste ou spécialisée - soins infirmiers. consultation dentaire : le matin sur rendez-vous. possibilité de consultation en dermatologie, gynécologie, psychiatrie, psychologie et pédicure sur rendez-vous. toute personne ne bénéficiant pas d'une couverture maladie. personnes en situation de précarité et d'exclusion. du lundi au vendredi de 9h à 11h30.","Santé, accueil et service médicalisés, accès aux soins",Association,Fr,
Obern'aide,21 rue du maréchal koenig,67200,Obernai,03 88 47 81 31,Obern.aide@orange.fr,,"Se renseigner. épicerie sociale. ateliers cuisine, jardinage. habitants de la comcom d'obernai. (non actualisé)","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
One city tours,5 petite rue du vieux marché aux vins,67000,Strasbourg,,,,Tous les jours de 9h à 18h,"Carillon, batterie, robinet, couteau-suisse",Entreprise,Fr,
Ordre de malte,,67000,Strasbourg,,Delegation67@ordredemaltefrance.org,Http://www.ordredemaltefrance.org,"Petits déjeuners au foyer notre dame, 3 rue des échasses à strasbourg. personnes isolées ou sans abris. de novembre à fin mars. le samedi matin de 8h30 à 11h.",,Association,Fr,
Ordre de malte,,67000,Strasbourg,,Delegation67@ordredemaltefrance.org,Http://www.ordredemaltefrance.org,"Maraudes véhiculées sur la période hivernale : 1 véhicule. possibilité de transporter les personnes vers un lieu d'hébergement (en relation avec le 115) mais pas les personnes à mobilité réduite. boisson chaude, produits secs, produits d’hygiène, petit vestiaire, couvertures en dépannage. quartiers de strasbourg. de novembre à fin mars. vendredi soir et 4e dimanche du mois. de 20h à 0h.",Maraudes,Association,Fr,
Paprika,2 rue de la brigade alsace-lorraine 67600 sélestat,67600,Sélestat,03 88 58 47 56,Association.paprika@gmail.com,,"Produits alimentaires, d'hygiène ou d'entretien à 10% de la valeur. bons d'urgencevia les partenaires associatifs (caritas, croix rouge, st vincent de paul) et les ccas. s'adresse exclusivement aux habitants de la comm-comm. de sélestat. mercredi 13h30-18h, jeudi 9h-12h.","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
Paroisse saint guillaume,Foyer lecocq 1 rue ernest munch,67000,Strasbourg,03 88 36 01 36,Info@saint-guillaume.org,Http://www.saint-guillaume.org,"Un petit déjeuner hebdomadaire, pour les plus démunis. au foyer lecocq, dans la cour de l'église. contact : m. baltz 07 86 31 77 00. le mercredi de 8h30 à 10h, jusqu'au 25 avril 2018. maximum 55 personnes.","Vie quotidienne, alimentation, restauration",Association,Fr,
Paroisse du temple neuf,6 rue du temple neuf,67000,Strasbourg,03 88 32 89 89,Paroisse.templeneuf@icloud.com,Http://www.templeneuf.org,"Un petit déjeuner par semaine, pour les plus démunis. le mercredi entre 8h30 et 10h (sauf fériés) de début octobre à mi-juin. des repas festifs sont proposés autour de noël : se renseigner. de début octobre à mi-juin, les mercredis entre 8h30 et 10h, sauf fériés.","Vie quotidienne, alimentation, restauration",Association,Fr,
Parole sans frontière,2 rue brûlée,67000,Strasbourg,03 88 14 03 43,Contact@parole-sans-frontiere.org,Http://www.parole-sans-frontiere.org,"Consultations psychothérapiques pour les migrants victimes de la torture et de la violence politique, souffrance psychique due à l'exil. - indications d’orientation des patients migrants en souffrance psychique ne correspondant pas à notre mandat. - pour les professionnels : appuis techniques, formations thématiques .- atelier d'arts plastiques à visées thérapeutiques. 1. populations migrantes victimes de la violence politique, en souffrance psychique due à l'exil. 2. professionnels concernés : médecins psychiatres, psychologues, généralistes, travailleurs sociaux et salariés d’association. sur rdv du lundi au vendredi de 9h à 16h.","Santé, accueil et service médicalisés, psychiatrie",Association,Fr,
Passage,28 rue des roseau,67400,Illkirch-graffenstaden,03 88 66 48 43,Associationpassage@orange.fr,,"Commission d'accès mensuelle, sur recommandation d'un ts qui aura préalablement réalisé un bilan social et financier de la situation. denrées cédées à 10% de leur valeur marchande. l'économie réalisée permettra la réalisation d'objectifs propres à chaque famille (paiement d'une facture, négociation et respect d'un échéancier, engagement d'un suivi médical, etc.) selon domaines d’intervention figurant dans le règlement d’attribution. les familles s'engagent par contrat à mettre tout en œuvre pour la réalisation des objectifs définis. personnes isolées ou familles ayant un reste à vivre inférieur au barème fixé, et ayant des difficultés financières ""surmontables"" par une aide à la gestion budgétaire et matérielle et qui ont, au préalable, signé un contrat d'engagement avec le ts en charge de leur suivi social. obligation de résider à illkirch-graffenstaden depuis plus de 3 mois pour entrer dans le dispositif. contrat de 3 mois maximum renouvelable 1 seule fois. délai obligatoire de 12 mois entre une sortie et une nouvelle entrée. accueil du public : jeudi après-midi et vendredi matin.","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
Pharmacie de la musau,43 rue de rathsamausen,67000,Strasbourg,,,,"Du lundi au vendredi, 9h-12/14h-18h (17h le samedi)","Carillon, robinet, sos, information, micro-ondes, cosmétiques, pharmacie",Entreprise,Fr,
Piscine de la kibitzenau - ville et eurométropole de strasbourg,1 rue de la kibitzenau,67000,Strasbourg,03 68 98 51 01,Piscine.kibitzenau@strasbourg.eu,,"Douches individuelles. entrée : 1,50 € accès gratuit : - enfants jusqu'à 5 ans inclus (hors groupes). - titulaires de la carte d’invalidité et leur accompagnateur si la carte le mentionne. - titulaires de la carte saphir. - titulaires de la carte d’invalide de guerre. - personnes dont le quotient familial est égal à 0 et leurs ayant-droits mentionnés sur l’attestation de qf. lundi 14h-17h, mercredi 14h-17h, samedi 13h-16h.","Vie quotidienne, hygiène, douche",Groupe gouvernemental,Fr,
Plate-forme de solidarité,127 route du polygone,67100,Strasbourg,06 31 39 61 83,Plateformesolidariteneudorf@hotmail.fr,,"Prévision de fermeture du vestiaire pour fin janvier 2018- se renseigner.vestiaire, au 9 rue d'orbey. pour un vestiaire gratuit (le lundi de 14h à 16h), les travailleurs sociaux peuvent s'adresser au 06 82 41 91 78. tout public. mardi et samedi, de 9h à 12h.","Vie quotidienne, hygiène, vestiaire",Association,Fr,
Plate-forme de solidarité siège,127 route du polygone,67000,Strasbourg,06 31 39 61 83,Plateformesolidariteneudorf@hotmail.fr,,"Autre tél. 06 82 41 91 78 distrib. alimentaire, au 18 rue de dambach. personnes orientées par les services sociaux, cms, adoma, mdm... avant toute orientation prendre contact avec l'assoc. par @ ou tél. strasbourg-neudorf. le samedi de 9h à 12h sur rdv. le vendredi de 14h à 17h sur rdv.","Vie quotidienne, alimentation, aide alimentaire",Association,Fr,
Point d'accueil et de solidarité en gare de strasbourg - sncf,20 place de la gare,67000,Strasbourg,03 88 75 39 72,Pas.strasbourg@sncf.fr,,"Accueil, écoute et orientation. soutien et conseils dans les démarches. travail de réseau avec de multiples partenaires associatifs et institutionnels. public : toute personne en errance en gare sncf ou aux abords du site. ouvert de 8h30 à 11h30 et de 14h à 17h15. fermé le jeudi après-midi ainsi que les week-ends.",Accueil de jour,Association,Fr,
Point d'appui,Mairie 15 grand-rue,67100,Wisches,03 88 47 06 60,Point-appui@orange.fr,,"Produits d'alimentation et d'hygiène. participation : 10 % de la valeur. orientation par les services sociaux. possibilité de colis d'urgence. concerne wisches et 8 communes limitrophes. distribution le vendredi de 13h30 à 17h30, au sous-sol de l'église. fermé le 1er vendredi du mois.","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
Pénélope,5 rue de gambsheim,67300,Schiltigheim,06 07 77 73 49,Penelope.assoc@wanadoo.fr,Http://penelope-strasbourg.org/,"Action de prévention de santé publique par le biais d’un accueil mobile et itinérant en direction des personnes prostituées et des personnes en situation de précarité sanitaire et sociale. possibilité de bénéficier d'un test de dépistage rapide du vih (trod). personnes prostituées et/ou toxicomanes, en grande précarité, de tout âge, hommes ou femmes. strasbourg et banlieue. tournées ponctuelles, de 20h à 2h.","Santé, accueil et service médicalisés, unité mobile de soins et de prévention",Association,Fr,
Pénélope,5 rue de gambsheim,67300,Schiltigheim,06 07 77 73 49,Penelope.assoc@wanadoo.fr,Http://penelope-strasbourg.org/,"Action de prévention de santé publique par le biais d’un accueil mobile et itinérant en direction des personnes prostituées et des personnes en situation de précarité sanitaire et sociale. possibilité de bénéficier d'un test de dépistage rapide du vih (trod). personnes prostituées et/ou toxicomanes, en grande précarité, de tout âge, hommes ou femmes. strasbourg et banlieue. tournées ponctuelles, de 20h à 2h",Accueil et service médicalisés / dépistage gratuit sida et ist,Association,Fr,
Repartir,4 rue du fleuve,67900,Beinheim,03 88 05 29 25,Ma.sutter@wanadoo.fr,Http://www.association-repartir.fr,"Lieu : 1, place du château - 67630 lauterbourg. participation demandée : 10%. pas d'accès direct : commissions d'attribution. l'orientation se fait obligatoirement par un ts du secteur ou un ccas. ateliers pédagogiques (cuisine, santé, entretien de l'épicerie, diététique, parole/écriture, créatif, etc.) obligatoires pour les usagers de l'épicerie sociale. lieu des ateliers : beinheim, lauterbourg. mercredi 14h - 18h sur rendez-vous, et sur demande en cas d'urgence.","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
Rustine et burette,1 rue des soeurs,67000,Strasbourg,,,,Du mar. au ven. 8h-12h,"Carillon, lettres, sos, robinet, batterie, monnaie, impression, toilettes, internet, bagage, téléphone",Entreprise,Fr,
Résidence sociale saint-charles,29 rue saint-charles,67300,Schiltigheim,03 88 83 17 22,Residence_sociale@solidarite.fvdp.org,Http://www.fondation-vincent-de-paul.org,"35 logements meublés et conventionnés apl dont 2 adaptés à des personnes à mobilité réduite. un dépôt de garantie et une assurance rc sont demandés à l'admission. pas d’accès direct : orientation par le siao. les logements sont de petite taille(14-45 m2). femmes isolées, familles monoparentales (en priorité femmes avec enfants), couples sans enfant et familles (maximum 4 personnes)","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//résidence sociale",Association,Fr,
Résidence sociale saint-charles,29 rue saint-charles,67300,Schiltigheim,03 88 83 17 22,Residence_sociale@solidarite.fvdp.org,Http://www.fondation-vincent-de-paul.org,Cada. 90 places. logements éclatés sur la cus. personnes isolées et familles. 9h-12h et 13h17h,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement/hébergement pour migrants",Association,Fr,
Sos aide aux habitants,36 allée reuss,67000,Strasbourg,03 88 79 79 30,Secretariat@sos-aide-aux-habitants.fr,,"Accueil, écoute, information, accompagnement et évaluation juridique, psychologique et sociale. droits des victimes, indemnisations, droit de la famille, droit des étrangers, droit du travail, droit administratif, droit de la consommation, surendettement. autres missions : aide aux victimes, référent départemental d’actes de terrorisme, accès au droit, médiations sociale et pénale, point rencontre parents-enfants, prévention de la radicalisation, formations. tout public. tout le département du lundi au vendredi de 9h à 12h et de 14h à 18h","Insertion, accompagnement social, accès aux droits",Association,Fr,
Sos aide aux habitants,36 allée reuss,67100,Strasbourg,03 88 79 79 30,Secretariat@sos-aide-aux-habitants.fr,,"Accueil, écoute, information, accompagnement et évaluation juridique, psychologique et sociale. droits des victimes, indemnisations, droit de la famille, droit des étrangers, droit du travail, droit administratif, droit de la consommation, surendettement. autres missions : aide aux victimes, référent départemental d’actes de terrorisme, accès au droit, médiations sociale et pénale, point rencontre parents-enfants, prévention de la radicalisation, formations. tout public. tout le département du lundi au vendredi de 9h à 12h et de 14h à 18h","Insertion, accompagnement social, accompagnement social",Association,Fr,
Sos femmes solidarité,1 rue des forgerons,67100,Strasbourg,03 88 34 37 15,Maison-relais@sosfemmessolidarite67.org,Http://www.sosfemmessolidarite67.org,"17 studios dont 2 aménagés pour pouvoir accueillir ponctuellement 1 ou 2 enfants. 1 studio équipé pour accueillir une personne à mobilité réduite. espace collectif équipé (salon, bibliothèque, grande table pour repas en commun, ...) et une cuisine collective. espaces extérieurs (terrasse, pelouse, jardin potager, garage à vélo) présents tout autour de la maison. modalités d’admission : envoi des candidatures à l’association sos femmes solidarité, passage des candidatures et prononciation des décisions d’acceptation ou de refus en commission d’admission. la maison relais s’adresse à des femmes dont les perspectives d’insertion et de retour à l’autonomie sont très faibles, et dont les différents parcours d’insertion et le passage dans différentes structures d’hébergement n’ont pas permis qu’elles accèdent à une autonomie suffisante pour accéder au logement ordinaire. fragilisées dans leurs parcours de vie ponctués par la prise de différents produits, par la violence, la malnutrition, la prostitution... isolement social et affectif. logement en continu. hôtes présents en journée de 9h à 21h","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//maison relais",Association,Fr,
Sos femmes solidarité - centre flora tristan,5 rue sellénick,67000,Strasbourg,03 88 35 25 69,Floratristan.chrs@sosfemmessolidarite67.org,Http://www.sosfemmessolidarite67.org,"Capacité : 39 places, 14 familles. hébergement en logements éclatés. accueil, écoute, informations juridiques et sociales, diagnostic de situation en vue d'aider l'usager à construire un projet personnel. le 1er contact peut se faire par une visite, par mail, par tél. et/ou courrier. femmes victimes de violences conjugales ou intrafamiliales, avec ou sans enfants. du lundi au vendredi de 9h à 18h sauf le mardi matin, et jeudi après midi de 13h30 à 16h.","Hébergement - logement, centre d'hébergement et de réinsertion sociale, centre d'hébergement et de réinsertion sociale réservé aux femmes",Association,Fr,
Sos femmes solidarité accueil de jour,5 rue sellénick,67000,Strasbourg,03 88 24 06 06,Adj@sosfemmessolidarite67.org,Http://www.sosfemmessolidarite67.org,"Accueil de jour dédié aux femmes victimes de violences conjugales et / ou intrafamiliales et de leurs enfants. écoute téléphonique et accueil, anonyme ou non, avec ou sans rendez-vous. possibilité de se restaurer et de se reposer. écoute, soutien, orientation et accompagnement. sans hébergement. du lundi au vendredi de 10h à 16h, avec ou sans rdv.",Accueil de jour,Association,Fr,
Sos femmes solidarité centre flora tristan,Idem,67000,Strasbourg,,,,"Accueil, accompagnement, écoute, ateliers. femmes victimes de violences conjugales ou intrafamiliales, hébergées ou en attente sur liste d'hébergement. permanence : du lundi au vendredi de 9h à 18h, sauf mardi matin, et jeudi après midi de 13h30 à 16h.","Insertion, accompagnement social, accompagnement social",Association,Fr,
Secours populaire français antenne cité de l'ill,Rue de l'ill,67000,Strasbourg,03 88 36 28 91,Contact@spf67.org,Https://www.secourspopulaire.fr/67/,"Pop'mod. propositions de vêtements d'occasion, linge de maison et jouets. participations variables. tout public en difficulté. lundi 14h-18h. mercredi 10h-12h et 14h-18h. vendredi 14h-18h. (non actualisé)","Vie quotidienne, hygiène, vestiaire",Association,Fr,
Secours populaire français antenne de bischwiller,Idem,67000,Strasbourg,,,,"Boutique solidaire ""la p’tite boutique"" au parc des couturiers de bischwiller (adresse provisoire). vêtements neufs et d'occasion, linge de maison, produits d'entretien, décoration, bric à brac, petit ameublement. participations variables. personnes en difficultés. bischwiller et environs. mardi, mercredi, jeudi, samedi 14h - 17h. (non actualisé)","Vie quotidienne, hygiène, vestiaire",Association,Fr,
Secours populaire français port du rhin,71 route du rhin,67000,Strasbourg,09 50 33 11 63,Antennepdr.spf67@free.fr,Https://www.secourspopulaire.fr/67/,"Permanence d'accueil et de solidarité. ecoute, information, orientation et aides par des bénévoles. habitants du quartier. mercredi 9h30-11h30, jeudi de 14h-16h",Lieu d'accueil et d'orientation,Association,Fr,
Secours populaire français port du rhin,71 route du rhin,67000,Strasbourg,09 50 33 11 63,Antennepdr.spf67@free.fr,Https://www.secourspopulaire.fr/67,"Cours d'initiation à la langue française. inscription pendant les permanences d'accueil et de solidarité au 150 avenue de colmar. tout public en difficulté. lundi 12h30-14h et 14h30-16h. mardi 9h30-11h, 11h30-13h et 14h30-16h","Insertion, accompagnement social, alphabétisation",Association,Fr,
Secours populaire français chez pas,20 place de la gare,67000,Strasbourg,03 88 75 39 72,Contact@spf67.org,Https://www.secourspopulaire.fr/67,"Chez point d'accueil et de solidarité de la gare. initiation à la langue française - apprentissage du français de base. inscription pendant les permanences d'accueil et de solidarité au 150 avenue de colmar. toute personne en difficulté. sur inscription uniquement. mardi et jeudi, 10h-11h30","Insertion, accompagnement social, alphabétisation",Association,Fr,
Strasbourg action solidarité - sas,14 boulevard d'anvers,67000,Strasbourg,06 09 21 95 49,Strasbourg.action.solidarite@gmail.com,,"Repas confectionnés, et aide alimentaire (produits, sandwichs...). personnes sans domicile fixe. distribution place de la gare. le mardi à partir de 19h, toute l'année. début mai à fin septembre le jeudi à partir de 19h (en plus du mardi).","Vie quotidienne, alimentation, restauration",Association,Fr,
Strasbourg action solidarité - sas,14 boulevard d'anvers,67000,Strasbourg,06 09 21 95 49,Strasbourg.action.solidarite@gmail.com,,"Repas confectionnés, et aide alimentaire (produits, sandwichs...). distribution place de la gare. personnes sans domicile fixe. le mardi à partir de 19h, toute l'année. début mai à fin septembre : le jeudi à partir de 19h (en plus du mardi).","Vie quotidienne, alimentation, aide alimentaire",Association,Fr,
Strasbourg action solidarité - sas,14 boulevard d'anvers,67000,Strasbourg,06 09 21 95 49,Strasbourg.action.solidarite@gmail.com,,"Maraude. distribution de repas et produits alimentaires, de vêtements. accompagnement administratif. personnes sans domicile fixe. quartiers gare, kléber, centre, bourse, esplanade, krutenau, neudorf, musau, port du rhin. le mardi à partir de 19h, toute l'année.",Maraudes,Association,Fr,
Tchatche phone,1 petite rue de la course,67000,Strasbourg,,,,Tous les jours sauf dimanche 10h-12h/14h-19h,"Carillon, batterie, robinet, couteau suisse, monnaie, pain, lettres, sos, internet, discuter, imprimer, pharmacie, information, téléphoner",Entreprise,Fr,
Themis,24 rue 22 novembre,67000,Strasbourg,03 88 24 84 00,Association67@themis.asso.fr,Http://www.grainedecitoyen.fr/,"Themis a pour mission première de promouvoir les droits de l'enfant et intervient pour ce faire à plusieurs niveaux : - l’accueil individuel : l’équipe de themis reçoit en entretien toute personne, enfant ou jeune, qui souhaite exposer une situation relevant du droit et concernant des enfants ou des jeunes. elle les aide à reformuler leurs questions en termes de droit, leur apporte une information juridique et les accompagne dans leurs démarches administratives et judiciaires. - les actions d’éducation à la citoyenneté : les membres de l’équipe themis interviennent dans des établissements scolaires et différentes structures qui accueillent des jeunes afin de sensibiliser et d’informer sur des questions de droit et de citoyenneté. enfants et jeunes jusqu'à 21 ans. bas-rhin. - haut-rhin : themis 25 c avenue de paris 68000 colmar 12 rue du chêne 68100 mulhouse t. 03 89 46 25 02 - association68@themis.asso.fr - lundi à vendredi de 9h à 12h. lundi, mardi, mercredi et vendredi de 14h à 17h sur rendez-vous, jeudi 16h-17h","Insertion, accompagnement social, accès aux droits",Association,Fr,
Thé & co,15 rue d’austerlitz,67000,Strasbourg,,,,Mardi-samedi : 10h – 19h,"Carillon, robinet, sos, batterie, impressions, cosmétique",Entreprise,Fr,
Tremplin neuhof,19 allée jacqueline auriol,67000,Strasbourg,03 88 39 01 90,Tremplinneuhof@orange.fr,,"Accueil, orientation, accompagnement dans les démarches administratives. activités d'insertion et de sociabilisation. habitants du neuhof. lundi, mardi, mercredi et jeudi.",Lieu d'accueil et d'orientation,Association,Fr,
Tremplin neuhof,19 allée jacqueline auriol bp 50080,67000,Strasbourg,03 88 39 01 90,Tremplinneuhof@orange.fr,,"Participation : 10 % de la valeur réelle des produits de la banque alim. 30% de du prix des produits achetés à d'autres fournisseurs. approvisionnement possible pendant 1 an. différentes activités : ateliers de cuisine, couture, tricot, alphabét., participation au nettoyage des locaux, et au chargement et déchargement des denrées. orientation par le service social du neuhof, caritas neuhof, maison relais du neuhof et le chrs. habitants du neuhof. accueil : lundi 14h30-18h, mardi 9h-11h30 et 14h-17h, mercredi et jeudi 9h-11h30. ouvert. : mardi 14h - 16h, mercredi et jeudi 9h - 12h.","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
Udaf - union départementale des associations familiales du bas-rhin,69-71 route de dettwiller,67700,Saverne,09 60 41 39 67,Famgouv.saverne@udaf67.fr,Http://www.udaf67.fr,Familles gouvernantes. 16 places : 12 studios et 2 appartements couple. accompagnement à la vie quotidienne. public : hommes et femmes isolés et désocialisés. pour l'admission s'adresser au siège de l'udaf : 19-21 rue du faubourg national - bp 62 67067 strasbourg tél. : 03 88 52 89 70 - fax : 03 88 75 72 24,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//maison relais",Association,Fr,
Udaf - union départementale des associations familiales du bas-rhin,7 rue des genêts,67700,Mertzwiller,03 69 02 18 17,Famgouv.mertzwiller@udaf67.fr,Http://www.udaf67.fr,Familles gouvernantes. 12 places - 5 logements. accompagnement pour les actes de la vie quotidienne. public : hommes et femmes isolés et désocialisés. pour l'admission s'adresser au siège de l'udaf : 19-21 rue du faubourg national - bp 62 67067 strasbourg tél. : 03 88 52 89 70 - fax : 03 88 75 72 24,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//maison relais",Association,Fr,
